title,poster_url,genres
Striptease,Striptease.jpg,"['Comedy', 'Crime', 'Drama', 'Thriller']"
Marmaduke,Marmaduke.jpg,"['Comedy', 'Family']"
Hereafter,Hereafter.jpg,"['Drama', 'Fantasy', 'Romance']"
Murder by Numbers,Murder by Numbers.jpg,"['Crime', 'Mystery', 'Thriller']"
Assassins,Assassins.jpg,"['Action', 'Crime', 'Thriller']"
Hannibal Rising,Hannibal Rising.jpg,"['Adventure', 'Crime', 'Drama', 'Thriller', 'War']"
The Story of Us,The Story of Us.jpg,"['Comedy', 'Drama', 'Romance']"
The Host,The Host.jpg,"['Action', 'Adventure', 'Drama', 'Romance', 'Sci-Fi', 'Thriller']"
Basic,Basic.jpg,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']"
Blood Work,Blood Work.jpg,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']"
The International,The International.jpg,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']"
Escape from L.A.,Escape from L.A..jpg,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']"
Twisted,Twisted.jpg,"['Drama', 'Mystery', 'Thriller']"
The Iron Giant,The Iron Giant.jpg,"['Animation', 'Action', 'Adventure', 'Comedy', 'Drama', 'Family', 'Sci-Fi']"
The Life Aquatic with Steve Zissou,The Life Aquatic with Steve Zissou.jpg,"['Action', 'Adventure', 'Comedy', 'Drama', 'Romance']"
Free State of Jones,Free State of Jones.jpg,"['Action', 'Biography', 'Drama', 'History', 'War', 'Western']"
The Life of David Gale,The Life of David Gale.jpg,"['Crime', 'Drama', 'Mystery', 'Thriller']"
Man of the House,Man of the House.jpg,"['Comedy', 'Crime']"
Run All Night,Run All Night.jpg,"['Action', 'Crime', 'Thriller']"
Eastern Promises,Eastern Promises.jpg,"['Crime', 'Drama', 'Thriller']"
Into the Blue,Into the Blue.jpg,"['Action', 'Adventure', 'Crime', 'Thriller']"
The Messenger: The Story of Joan of Arc,The Messenger: The Story of Joan of Arc.jpg,"['Adventure', 'Biography', 'Drama', 'History', 'War']"
Your Highness,Your Highness.jpg,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Romance']"
Dream House,Dream House.jpg,"['Drama', 'Mystery', 'Thriller']"
Mad City,Mad City.jpg,"['Crime', 'Drama', 'Thriller']"
Baby's Day Out,Baby's Day Out.jpg,"['Adventure', 'Comedy', 'Crime', 'Drama', 'Family']"
The Scarlet Letter,The Scarlet Letter.jpg,"['Drama', 'Romance']"
Fair Game,Fair Game.jpg,"['Biography', 'Drama', 'Thriller']"
Defiance,Defiance.jpg,"['Action', 'Drama', 'Sci-Fi']"
Domino,Domino.jpg,"['Action', 'Biography', 'Crime', 'Drama', 'Thriller']"
Jade,Jade.jpg,"['Crime', 'Drama', 'Thriller']"
Gamer,Gamer.jpg,"['Action', 'Sci-Fi', 'Thriller']"
Beautiful Creatures,Beautiful Creatures.jpg,"['Drama', 'Fantasy', 'Romance']"
Death to Smoochy,Death to Smoochy.jpg,"['Comedy', 'Crime', 'Drama', 'Thriller']"
Zoolander 2,Zoolander 2.jpg,"['Action', 'Adventure', 'Comedy', 'Mystery', 'Romance']"
The Big Bounce,The Big Bounce.jpg,"['Comedy', 'Crime']"
What Planet Are You From?,What Planet Are You From?.jpg,"['Comedy', 'Sci-Fi']"
Drive Angry,Drive Angry.jpg,"['Action', 'Comedy', 'Fantasy', 'Thriller']"
Street Fighter: The Legend of Chun-Li,Street Fighter: The Legend of Chun-Li.jpg,"['Action', 'Crime', 'Fantasy', 'Thriller']"
The One,The One.jpg,"['Action', 'Sci-Fi', 'Thriller']"
Outlander,Outlander.jpg,"['Adventure', 'Drama', 'Fantasy', 'Romance']"
The Adventures of Ford Fairlane,The Adventures of Ford Fairlane.jpg,"['Action', 'Adventure', 'Comedy', 'Crime', 'Music', 'Mystery']"
The Boat That Rocked,The Boat That Rocked.jpg,"['Comedy', 'Drama', 'Music']"
Traffic,Traffic.jpg,"['Crime', 'Drama', 'Thriller']"
Indiana Jones and the Last Crusade,Indiana Jones and the Last Crusade.jpg,"['Action', 'Adventure']"
Anna Karenina,Anna Karenina.jpg,"['Drama', 'Romance']"
Chappie,Chappie.jpg,"['Action', 'Crime', 'Drama', 'Sci-Fi', 'Thriller']"
The Bone Collector,The Bone Collector.jpg,"['Crime', 'Drama', 'Mystery', 'Thriller']"
Panic Room,Panic Room.jpg,"['Crime', 'Drama', 'Thriller']"
The Tooth Fairy,The Tooth Fairy.jpg,"['Horror', 'Thriller']"
Three Kings,Three Kings.jpg,"['Action', 'Adventure', 'Comedy', 'Drama', 'War']"
Child 44,Child 44.jpg,"['Crime', 'Drama', 'History', 'Mystery', 'Thriller']"
Rat Race,Rat Race.jpg,"['Action', 'Adventure', 'Comedy']"
K-PAX,K-PAX.jpg,"['Drama', 'Mystery', 'Sci-Fi']"
Kate & Leopold,Kate & Leopold.jpg,"['Comedy', 'Fantasy', 'Romance']"
Bedazzled,Bedazzled.jpg,"['Comedy', 'Fantasy']"
The Cotton Club,The Cotton Club.jpg,"['Crime', 'Drama', 'Music']"
3:10 to Yuma,3:10 to Yuma.jpg,"['Action', 'Crime', 'Drama', 'Western']"
Taken 3,Taken 3.jpg,"['Action', 'Adventure', 'Crime', 'Drama', 'Mystery', 'Thriller']"
Out of Sight,Out of Sight.jpg,"['Comedy', 'Crime', 'Drama', 'Romance', 'Thriller']"
The Cable Guy,The Cable Guy.jpg,"['Comedy', 'Drama', 'Thriller']"
Earth,Earth.jpg,"['Drama', 'Romance', 'War']"
Dick Tracy,Dick Tracy.jpg,"['Action', 'Comedy', 'Crime', 'Music', 'Romance', 'Thriller']"
The Thomas Crown Affair,The Thomas Crown Affair.jpg,"['Crime', 'Romance', 'Thriller']"
Riding in Cars with Boys,Riding in Cars with Boys.jpg,"['Biography', 'Comedy', 'Drama']"
First Blood,First Blood.jpg,"['Action', 'Adventure', 'Thriller']"
Solaris,Solaris.jpg,"['Drama', 'Mystery', 'Sci-Fi']"
Happily N'Ever After,Happily N'Ever After.jpg,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']"
Mary Reilly,Mary Reilly.jpg,"['Drama', 'Horror', 'Romance', 'Thriller']"
My Best Friend's Wedding,My Best Friend's Wedding.jpg,"['Comedy', 'Drama', 'Romance']"
America's Sweethearts,America's Sweethearts.jpg,"['Comedy', 'Romance']"
Insomnia,Insomnia.jpg,"['Drama', 'Mystery', 'Thriller']"
Star Trek: First Contact,Star Trek: First Contact.jpg,"['Action', 'Adventure', 'Drama', 'Sci-Fi', 'Thriller']"
Jonah Hex,Jonah Hex.jpg,"['Action', 'Drama', 'Fantasy', 'Thriller', 'Western']"
Courage Under Fire,Courage Under Fire.jpg,"['Action', 'Drama', 'Mystery', 'Thriller', 'War']"
Liar Liar,Liar Liar.jpg,"['Comedy', 'Fantasy']"
The Infiltrator,The Infiltrator.jpg,"['Biography', 'Crime', 'Drama', 'Thriller']"
Inchon,Inchon.jpg,"['Drama', 'History', 'War']"
The Flintstones,The Flintstones.jpg,"['Comedy', 'Family', 'Fantasy']"
Taken 2,Taken 2.jpg,"['Action', 'Crime', 'Thriller']"
Scary Movie 3,Scary Movie 3.jpg,['Comedy']
Miss Congeniality,Miss Congeniality.jpg,"['Action', 'Comedy', 'Crime', 'Romance']"
Journey to the Center of the Earth,Journey to the Center of the Earth.jpg,"['Action', 'Adventure', 'Family', 'Fantasy', 'Sci-Fi']"
The Princess Diaries 2: Royal Engagement,The Princess Diaries 2: Royal Engagement.jpg,"['Comedy', 'Family', 'Romance']"
The Pelican Brief,The Pelican Brief.jpg,"['Crime', 'Drama', 'Mystery', 'Thriller']"
The Client,The Client.jpg,"['Crime', 'Drama', 'Mystery', 'Thriller']"
The Bucket List,The Bucket List.jpg,"['Adventure', 'Comedy', 'Drama']"
Patriot Games,Patriot Games.jpg,"['Action', 'Thriller']"
Monster-in-Law,Monster-in-Law.jpg,"['Comedy', 'Romance']"
Prisoners,Prisoners.jpg,"['Crime', 'Drama', 'Mystery', 'Thriller']"
Training Day,Training Day.jpg,"['Crime', 'Drama', 'Thriller']"
Galaxy Quest,Galaxy Quest.jpg,"['Adventure', 'Comedy', 'Sci-Fi']"
Scary Movie 2,Scary Movie 2.jpg,"['Comedy', 'Horror']"
The Muppets,The Muppets.jpg,"['Adventure', 'Comedy', 'Family', 'Musical']"
Blade,Blade.jpg,"['Action', 'Horror', 'Sci-Fi']"
Coach Carter,Coach Carter.jpg,"['Biography', 'Drama', 'Sport']"
Changing Lanes,Changing Lanes.jpg,"['Drama', 'Thriller']"
Anaconda,Anaconda.jpg,"['Action', 'Adventure', 'Horror', 'Thriller']"
Coyote Ugly,Coyote Ugly.jpg,"['Comedy', 'Drama', 'Music', 'Romance']"
Love Actually,Love Actually.jpg,"['Comedy', 'Drama', 'Romance']"
A Bug's Life,A Bug's Life.jpg,"['Animation', 'Adventure', 'Comedy', 'Family']"
From Hell,From Hell.jpg,"['Horror', 'Mystery', 'Thriller']"
The Specialist,The Specialist.jpg,"['Action', 'Drama', 'Thriller']"
Tin Cup,Tin Cup.jpg,"['Comedy', 'Drama', 'Romance', 'Sport']"
"Yours, Mine and Ours","Yours, Mine and Ours.jpg","['Comedy', 'Family']"
Kicking & Screaming,Kicking & Screaming.jpg,"['Comedy', 'Family', 'Romance', 'Sport']"
The Hitchhiker's Guide to the Galaxy,The Hitchhiker's Guide to the Galaxy.jpg,"['Adventure', 'Comedy', 'Sci-Fi']"
Fat Albert,Fat Albert.jpg,"['Comedy', 'Family', 'Fantasy', 'Romance']"
Resident Evil: Extinction,Resident Evil: Extinction.jpg,"['Action', 'Horror', 'Sci-Fi']"
Blended,Blended.jpg,"['Comedy', 'Romance']"
Last Holiday,Last Holiday.jpg,"['Comedy', 'Drama', 'Romance']"
The River Wild,The River Wild.jpg,"['Adventure', 'Crime', 'Thriller']"
The Indian in the Cupboard,The Indian in the Cupboard.jpg,"['Drama', 'Family', 'Fantasy']"
Savages,Savages.jpg,"['Action', 'Crime', 'Drama', 'Thriller']"
Cellular,Cellular.jpg,"['Action', 'Crime', 'Thriller']"
Johnny English,Johnny English.jpg,"['Action', 'Adventure', 'Comedy']"
The Ant Bully,The Ant Bully.jpg,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']"
Dune,Dune.jpg,"['Action', 'Adventure', 'Sci-Fi']"
Across the Universe,Across the Universe.jpg,"['Drama', 'Fantasy', 'History', 'Music', 'Musical', 'Romance']"
Revolutionary Road,Revolutionary Road.jpg,"['Drama', 'Romance']"
16 Blocks,16 Blocks.jpg,"['Action', 'Drama', 'Thriller']"
Babylon A.D.,Babylon A.D..jpg,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']"
The Glimmer Man,The Glimmer Man.jpg,"['Action', 'Comedy', 'Crime', 'Drama', 'Thriller']"
Multiplicity,Multiplicity.jpg,"['Comedy', 'Romance', 'Sci-Fi']"
Aliens in the Attic,Aliens in the Attic.jpg,"['Adventure', 'Comedy', 'Family', 'Fantasy', 'Sci-Fi']"
The Pledge,The Pledge.jpg,"['Crime', 'Drama', 'Mystery', 'Thriller']"
The Producers,The Producers.jpg,"['Comedy', 'Crime', 'Musical']"
The Phantom,The Phantom.jpg,"['Action', 'Adventure', 'Comedy', 'Fantasy']"
All the Pretty Horses,All the Pretty Horses.jpg,"['Drama', 'Romance', 'Western']"
Nixon,Nixon.jpg,"['Biography', 'Drama', 'History']"
The Ghost Writer,The Ghost Writer.jpg,"['Crime', 'Drama', 'Mystery', 'Thriller']"
Deep Rising,Deep Rising.jpg,"['Action', 'Adventure', 'Horror', 'Sci-Fi']"
Miracle at St. Anna,Miracle at St. Anna.jpg,"['Action', 'Drama', 'War']"
Curse of the Golden Flower,Curse of the Golden Flower.jpg,"['Action', 'Drama', 'Romance']"
Bangkok Dangerous,Bangkok Dangerous.jpg,"['Action', 'Crime', 'Thriller']"
Big Trouble,Big Trouble.jpg,"['Comedy', 'Crime', 'Thriller']"
Love in the Time of Cholera,Love in the Time of Cholera.jpg,"['Drama', 'Romance']"
The Returned,The Returned.jpg,"['Drama', 'Fantasy', 'Horror', 'Mystery']"
Shadow Conspiracy,Shadow Conspiracy.jpg,"['Action', 'Thriller']"
Johnny English Reborn,Johnny English Reborn.jpg,"['Action', 'Adventure', 'Comedy']"
Foodfight!,Foodfight!.jpg,"['Animation', 'Action', 'Adventure', 'Comedy', 'Crime', 'Family', 'Fantasy', 'Mystery', 'Thriller']"
Argo,Argo.jpg,"['Biography', 'Drama', 'History', 'Thriller']"
The Fugitive,The Fugitive.jpg,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']"
The Bounty Hunter,The Bounty Hunter.jpg,"['Action', 'Comedy', 'Romance']"
Sleepers,Sleepers.jpg,"['Crime', 'Drama', 'Thriller']"
Rambo: First Blood Part II,Rambo: First Blood Part II.jpg,"['Action', 'Adventure', 'Thriller']"
The Juror,The Juror.jpg,"['Crime', 'Drama', 'Thriller']"
Pinocchio,Pinocchio.jpg,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Musical']"
Heaven's Gate,Heaven's Gate.jpg,"['Adventure', 'Drama', 'Western']"
Underworld: Evolution,Underworld: Evolution.jpg,"['Action', 'Fantasy', 'Thriller']"
Victor Frankenstein,Victor Frankenstein.jpg,"['Drama', 'Horror', 'Sci-Fi', 'Thriller']"
Finding Forrester,Finding Forrester.jpg,['Drama']
28 Days,28 Days.jpg,"['Comedy', 'Drama']"
Unleashed,Unleashed.jpg,"['Action', 'Crime', 'Thriller']"
The Sweetest Thing,The Sweetest Thing.jpg,"['Comedy', 'Romance']"
The Firm,The Firm.jpg,"['Drama', 'Mystery', 'Thriller']"
Charlie St. Cloud,Charlie St. Cloud.jpg,"['Drama', 'Fantasy', 'Romance']"
The Mechanic,The Mechanic.jpg,"['Action', 'Crime', 'Thriller']"
21 Jump Street,21 Jump Street.jpg,"['Action', 'Comedy', 'Crime']"
Notting Hill,Notting Hill.jpg,"['Comedy', 'Drama', 'Romance']"
Chicken Run,Chicken Run.jpg,"['Animation', 'Adventure', 'Comedy', 'Drama', 'Family']"
Along Came Polly,Along Came Polly.jpg,"['Comedy', 'Romance']"
Boomerang,Boomerang.jpg,"['Comedy', 'Drama', 'Romance']"
The Heat,The Heat.jpg,"['Action', 'Comedy', 'Crime']"
Cleopatra,Cleopatra.jpg,"['Biography', 'Drama', 'History', 'Romance']"
Here Comes the Boom,Here Comes the Boom.jpg,"['Action', 'Comedy', 'Sport']"
High Crimes,High Crimes.jpg,"['Crime', 'Drama', 'Mystery', 'Thriller']"
The Mirror Has Two Faces,The Mirror Has Two Faces.jpg,"['Comedy', 'Drama', 'Romance']"
The Mothman Prophecies,The Mothman Prophecies.jpg,"['Drama', 'Horror', 'Mystery', 'Thriller']"
Brüno,Brüno.jpg,['Comedy']
Licence to Kill,Licence to Kill.jpg,"['Action', 'Adventure', 'Thriller']"
Red Riding Hood,Red Riding Hood.jpg,"['Fantasy', 'Horror', 'Mystery', 'Romance', 'Thriller']"
15 Minutes,15 Minutes.jpg,"['Action', 'Crime', 'Drama', 'Thriller']"
Super Mario Bros.,Super Mario Bros..jpg,"['Adventure', 'Comedy', 'Family', 'Fantasy', 'Sci-Fi']"
Lord of War,Lord of War.jpg,"['Crime', 'Drama']"
Hero,Hero.jpg,"['Action', 'Adventure', 'Drama']"
One for the Money,One for the Money.jpg,"['Action', 'Comedy', 'Crime', 'Mystery', 'Thriller']"
The Interview,The Interview.jpg,"['Action', 'Adventure', 'Comedy']"
The Warrior's Way,The Warrior's Way.jpg,"['Action', 'Drama', 'Fantasy', 'Western']"
McHale's Navy,McHale's Navy.jpg,"['Comedy', 'War']"
Micmacs,Micmacs.jpg,"['Action', 'Comedy', 'Crime']"
8 Mile,8 Mile.jpg,"['Drama', 'Music']"
Animal Kingdom: Let's Go Ape,Animal Kingdom: Let's Go Ape.jpg,"['Animation', 'Adventure', 'Comedy', 'Family']"
A Knight's Tale,A Knight's Tale.jpg,"['Action', 'Adventure', 'Romance']"
The Medallion,The Medallion.jpg,"['Action', 'Comedy', 'Fantasy']"
The Sixth Sense,The Sixth Sense.jpg,"['Drama', 'Mystery', 'Thriller']"
Man on a Ledge,Man on a Ledge.jpg,"['Action', 'Crime', 'Thriller']"
The Big Year,The Big Year.jpg,['Comedy']
The Karate Kid,The Karate Kid.jpg,"['Action', 'Drama', 'Family', 'Sport']"
American Hustle,American Hustle.jpg,"['Crime', 'Drama']"
The Proposal,The Proposal.jpg,"['Comedy', 'Drama', 'Romance']"
Double Jeopardy,Double Jeopardy.jpg,"['Crime', 'Drama', 'Mystery', 'Thriller']"
Back to the Future Part II,Back to the Future Part II.jpg,"['Adventure', 'Comedy', 'Sci-Fi']"
Lucy,Lucy.jpg,"['Action', 'Sci-Fi', 'Thriller']"
Fifty Shades of Grey,Fifty Shades of Grey.jpg,"['Drama', 'Romance', 'Thriller']"
Spy Kids 3: Game Over,Spy Kids 3: Game Over.jpg,"['Action', 'Adventure', 'Comedy', 'Family', 'Sci-Fi']"
A Time to Kill,A Time to Kill.jpg,"['Crime', 'Drama', 'Thriller']"
Cheaper by the Dozen,Cheaper by the Dozen.jpg,"['Comedy', 'Family']"
Lone Survivor,Lone Survivor.jpg,"['Action', 'Biography', 'Drama', 'War']"
A League of Their Own,A League of Their Own.jpg,"['Comedy', 'Drama', 'Sport']"
The Conjuring 2,The Conjuring 2.jpg,"['Horror', 'Mystery', 'Thriller']"
The Social Network,The Social Network.jpg,"['Biography', 'Drama']"
He's Just Not That Into You,He's Just Not That Into You.jpg,"['Comedy', 'Drama', 'Romance']"
Scary Movie 4,Scary Movie 4.jpg,['Comedy']
Scream 3,Scream 3.jpg,"['Horror', 'Mystery']"
Back to the Future Part III,Back to the Future Part III.jpg,"['Adventure', 'Comedy', 'Sci-Fi', 'Western']"
Get Hard,Get Hard.jpg,"['Comedy', 'Crime']"
Bram Stoker's Dracula,Bram Stoker's Dracula.jpg,"['Fantasy', 'Horror', 'Romance']"
Julie & Julia,Julie & Julia.jpg,"['Biography', 'Drama', 'Romance']"
42,42.jpg,"['Biography', 'Drama', 'Sport']"
The Talented Mr. Ripley,The Talented Mr. Ripley.jpg,"['Crime', 'Drama', 'Thriller']"
Dumb and Dumber To,Dumb and Dumber To.jpg,['Comedy']
Eight Below,Eight Below.jpg,"['Adventure', 'Drama', 'Family']"
The Intern,The Intern.jpg,"['Comedy', 'Drama']"
Ride Along 2,Ride Along 2.jpg,"['Action', 'Comedy', 'Crime']"
The Last of the Mohicans,The Last of the Mohicans.jpg,"['Action', 'Adventure', 'Drama', 'Romance', 'War', 'Western']"
Ray,Ray.jpg,"['Biography', 'Drama', 'Music']"
Sin City,Sin City.jpg,"['Crime', 'Thriller']"
Vantage Point,Vantage Point.jpg,"['Action', 'Crime', 'Drama', 'Thriller']"
"I Love You, Man","I Love You, Man.jpg","['Comedy', 'Romance']"
Shallow Hal,Shallow Hal.jpg,"['Comedy', 'Drama', 'Fantasy', 'Romance']"
JFK,JFK.jpg,"['Drama', 'History', 'Thriller']"
Big Momma's House 2,Big Momma's House 2.jpg,"['Comedy', 'Crime']"
The Mexican,The Mexican.jpg,"['Adventure', 'Comedy', 'Drama', 'Romance']"
17 Again,17 Again.jpg,"['Comedy', 'Drama', 'Fantasy', 'Romance', 'Sport']"
The Other Woman,The Other Woman.jpg,"['Comedy', 'Romance']"
The Final Destination,The Final Destination.jpg,"['Horror', 'Thriller']"
Bridge of Spies,Bridge of Spies.jpg,"['Drama', 'History', 'Thriller', 'War']"
Behind Enemy Lines,Behind Enemy Lines.jpg,"['Action', 'Drama', 'Thriller', 'War']"
Get Him to the Greek,Get Him to the Greek.jpg,"['Comedy', 'Music']"
Shall We Dance?,Shall We Dance?.jpg,"['Comedy', 'Drama', 'Music', 'Romance']"
Small Soldiers,Small Soldiers.jpg,"['Action', 'Adventure', 'Comedy', 'Family', 'Sci-Fi']"
Spawn,Spawn.jpg,"['Action', 'Crime', 'Drama', 'Fantasy', 'Horror']"
The Count of Monte Cristo,The Count of Monte Cristo.jpg,"['Action', 'Adventure', 'Drama', 'Thriller']"
The Lincoln Lawyer,The Lincoln Lawyer.jpg,"['Crime', 'Drama', 'Mystery', 'Thriller']"
Unknown,Unknown.jpg,"['Action', 'Mystery', 'Thriller']"
The Prestige,The Prestige.jpg,"['Drama', 'Mystery', 'Sci-Fi', 'Thriller']"
Horrible Bosses 2,Horrible Bosses 2.jpg,"['Comedy', 'Crime']"
Escape from Planet Earth,Escape from Planet Earth.jpg,"['Animation', 'Adventure', 'Comedy', 'Family', 'Sci-Fi']"
Apocalypto,Apocalypto.jpg,"['Action', 'Adventure', 'Drama', 'Thriller']"
The Living Daylights,The Living Daylights.jpg,"['Action', 'Adventure', 'Thriller']"
Predators,Predators.jpg,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']"
Legal Eagles,Legal Eagles.jpg,"['Comedy', 'Crime', 'Romance']"
Secret Window,Secret Window.jpg,"['Drama', 'Mystery', 'Thriller']"
The Lake House,The Lake House.jpg,"['Drama', 'Fantasy', 'Romance']"
The Skeleton Key,The Skeleton Key.jpg,"['Drama', 'Horror', 'Mystery', 'Thriller']"
The Odd Life of Timothy Green,The Odd Life of Timothy Green.jpg,"['Comedy', 'Drama', 'Family', 'Fantasy']"
Made of Honor,Made of Honor.jpg,"['Comedy', 'Romance']"
Jersey Boys,Jersey Boys.jpg,"['Biography', 'Drama', 'Music']"
The Rainmaker,The Rainmaker.jpg,"['Crime', 'Drama', 'Thriller']"
Gothika,Gothika.jpg,"['Horror', 'Mystery', 'Thriller']"
Amistad,Amistad.jpg,"['Biography', 'Drama', 'History']"
Medicine Man,Medicine Man.jpg,"['Adventure', 'Drama', 'Romance']"
Aliens vs. Predator: Requiem,Aliens vs. Predator: Requiem.jpg,"['Action', 'Horror', 'Sci-Fi', 'Thriller']"
Richie Rich,Richie Rich.jpg,"['Comedy', 'Family']"
Autumn in New York,Autumn in New York.jpg,"['Drama', 'Romance']"
Music and Lyrics,Music and Lyrics.jpg,"['Comedy', 'Music', 'Romance']"
Paul,Paul.jpg,"['Adventure', 'Comedy', 'Sci-Fi']"
The Guilt Trip,The Guilt Trip.jpg,"['Comedy', 'Drama']"
Scream 4,Scream 4.jpg,"['Comedy', 'Horror', 'Mystery']"
8MM,8MM.jpg,"['Crime', 'Drama', 'Mystery', 'Thriller']"
The Doors,The Doors.jpg,"['Biography', 'Drama', 'Music']"
Sex Tape,Sex Tape.jpg,"['Comedy', 'Romance']"
Hanging Up,Hanging Up.jpg,"['Comedy', 'Drama']"
Final Destination 5,Final Destination 5.jpg,"['Horror', 'Thriller']"
Mickey Blue Eyes,Mickey Blue Eyes.jpg,"['Comedy', 'Crime', 'Romance']"
Pay It Forward,Pay It Forward.jpg,['Drama']
Fever Pitch,Fever Pitch.jpg,"['Comedy', 'Drama', 'Romance', 'Sport']"
Arthur,Arthur.jpg,"['Animation', 'Adventure', 'Comedy', 'Drama', 'Family', 'Fantasy', 'Musical']"
Drillbit Taylor,Drillbit Taylor.jpg,"['Action', 'Comedy', 'Crime']"
A Million Ways to Die in the West,A Million Ways to Die in the West.jpg,"['Comedy', 'Western']"
The Shadow,The Shadow.jpg,"['Action', 'Adventure', 'Crime', 'Fantasy', 'Mystery', 'Thriller']"
Extremely Loud & Incredibly Close,Extremely Loud & Incredibly Close.jpg,"['Adventure', 'Drama', 'Mystery']"
Morning Glory,Morning Glory.jpg,"['Comedy', 'Drama', 'Romance']"
Get Rich or Die Tryin',Get Rich or Die Tryin'.jpg,"['Biography', 'Crime', 'Drama', 'Music']"
The Art of War,The Art of War.jpg,"['Action', 'Adventure', 'Crime', 'Thriller']"
Rent,Rent.jpg,"['Drama', 'Musical', 'Romance']"
Bless the Child,Bless the Child.jpg,"['Crime', 'Drama', 'Horror', 'Thriller']"
The Out-of-Towners,The Out-of-Towners.jpg,['Comedy']
The Island of Dr. Moreau,The Island of Dr. Moreau.jpg,"['Horror', 'Sci-Fi', 'Thriller']"
The Musketeer,The Musketeer.jpg,"['Action', 'Adventure', 'Romance']"
The Other Boleyn Girl,The Other Boleyn Girl.jpg,"['Biography', 'Drama', 'History', 'Romance']"
Sweet November,Sweet November.jpg,"['Drama', 'Romance']"
The Reaping,The Reaping.jpg,"['Horror', 'Thriller']"
Mean Streets,Mean Streets.jpg,"['Crime', 'Drama', 'Thriller']"
Renaissance Man,Renaissance Man.jpg,"['Comedy', 'Drama']"
Colombiana,Colombiana.jpg,"['Action', 'Drama', 'Thriller']"
Quest for Camelot,Quest for Camelot.jpg,"['Animation', 'Adventure', 'Comedy', 'Drama', 'Family', 'Fantasy', 'Musical']"
City by the Sea,City by the Sea.jpg,"['Crime', 'Drama', 'Mystery', 'Thriller']"
At First Sight,At First Sight.jpg,"['Drama', 'Romance']"
Torque,Torque.jpg,"['Action', 'Comedy', 'Crime']"
City Hall,City Hall.jpg,"['Crime', 'Drama', 'Mystery', 'Thriller']"
Showgirls,Showgirls.jpg,['Drama']
Marie Antoinette,Marie Antoinette.jpg,"['Biography', 'Drama', 'History', 'Romance']"
Kiss of Death,Kiss of Death.jpg,"['Crime', 'Drama', 'Thriller']"
Get Carter,Get Carter.jpg,"['Action', 'Crime', 'Drama', 'Thriller']"
The Impossible,The Impossible.jpg,"['Drama', 'History', 'Thriller']"
Ishtar,Ishtar.jpg,"['Action', 'Adventure', 'Comedy', 'Music', 'Thriller']"
Fantastic Mr. Fox,Fantastic Mr. Fox.jpg,"['Animation', 'Adventure', 'Comedy', 'Crime', 'Drama', 'Family']"
Life or Something Like It,Life or Something Like It.jpg,"['Comedy', 'Romance']"
Memoirs of an Invisible Man,Memoirs of an Invisible Man.jpg,"['Comedy', 'Romance', 'Sci-Fi', 'Thriller']"
Amélie,Amélie.jpg,"['Comedy', 'Romance']"
New York Minute,New York Minute.jpg,"['Adventure', 'Comedy', 'Crime', 'Family', 'Romance']"
Alfie,Alfie.jpg,"['Comedy', 'Drama', 'Romance']"
Big Miracle,Big Miracle.jpg,"['Biography', 'Drama', 'Romance']"
The Deep End of the Ocean,The Deep End of the Ocean.jpg,['Drama']
Feardotcom,Feardotcom.jpg,"['Crime', 'Horror', 'Thriller']"
Cirque du Freak: The Vampire's Assistant,Cirque du Freak: The Vampire's Assistant.jpg,"['Action', 'Adventure', 'Fantasy', 'Thriller']"
Duplex,Duplex.jpg,['Comedy']
Soul Men,Soul Men.jpg,"['Comedy', 'Drama', 'Music']"
Raise the Titanic,Raise the Titanic.jpg,"['Action', 'Drama', 'Thriller', 'Adventure']"
Universal Soldier: The Return,Universal Soldier: The Return.jpg,"['Action', 'Sci-Fi']"
Pandorum,Pandorum.jpg,"['Action', 'Horror', 'Mystery', 'Sci-Fi', 'Thriller']"
Impostor,Impostor.jpg,"['Drama', 'Mystery', 'Sci-Fi', 'Thriller']"
Extreme Ops,Extreme Ops.jpg,"['Action', 'Adventure', 'Thriller']"
Just Visiting,Just Visiting.jpg,"['Adventure', 'Comedy', 'Fantasy']"
Sunshine,Sunshine.jpg,"['Sci-Fi', 'Thriller']"
A Thousand Words,A Thousand Words.jpg,"['Comedy', 'Drama', 'Fantasy']"
Delgo,Delgo.jpg,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Romance']"
The Gunman,The Gunman.jpg,"['Action', 'Crime', 'Mystery', 'Thriller']"
Stormbreaker,Stormbreaker.jpg,"['Action', 'Adventure', 'Family', 'Mystery', 'Romance', 'Thriller']"
Disturbia,Disturbia.jpg,"['Crime', 'Drama', 'Mystery', 'Thriller']"
Hackers,Hackers.jpg,"['Crime', 'Drama', 'Romance', 'Thriller']"
