title,poster_url,genres
Torque,movie_posters/Torque.jpg,"['Action', 'Comedy', 'Crime']"
City Hall,movie_posters/City Hall.jpg,"['Crime', 'Drama', 'Mystery', 'Thriller']"
Showgirls,movie_posters/Showgirls.jpg,['Drama']
Marie Antoinette,movie_posters/Marie Antoinette.jpg,"['Biography', 'Drama', 'History', 'Romance']"
Kiss of Death,movie_posters/Kiss of Death.jpg,"['Crime', 'Drama', 'Thriller']"
Get Carter,movie_posters/Get Carter.jpg,"['Action', 'Crime', 'Drama', 'Thriller']"
The Impossible,movie_posters/The Impossible.jpg,"['Drama', 'History', 'Thriller']"
Ishtar,movie_posters/Ishtar.jpg,"['Action', 'Adventure', 'Comedy', 'Music', 'Thriller']"
Fantastic Mr. Fox,movie_posters/Fantastic Mr. Fox.jpg,"['Animation', 'Adventure', 'Comedy', 'Crime', 'Drama', 'Family']"
Life or Something Like It,movie_posters/Life or Something Like It.jpg,"['Comedy', 'Romance']"
Memoirs of an Invisible Man,movie_posters/Memoirs of an Invisible Man.jpg,"['Comedy', 'Romance', 'Sci-Fi', 'Thriller']"
Amélie,movie_posters/Amélie.jpg,"['Comedy', 'Romance']"
New York Minute,movie_posters/New York Minute.jpg,"['Adventure', 'Comedy', 'Crime', 'Family', 'Romance']"
Alfie,movie_posters/Alfie.jpg,"['Comedy', 'Drama', 'Romance']"
Big Miracle,movie_posters/Big Miracle.jpg,"['Biography', 'Drama', 'Romance']"
The Deep End of the Ocean,movie_posters/The Deep End of the Ocean.jpg,['Drama']
Feardotcom,movie_posters/Feardotcom.jpg,"['Crime', 'Horror', 'Thriller']"
Cirque du Freak: The Vampire's Assistant,movie_posters/Cirque du Freak: The Vampire's Assistant.jpg,"['Action', 'Adventure', 'Fantasy', 'Thriller']"
Duplex,movie_posters/Duplex.jpg,['Comedy']
Soul Men,movie_posters/Soul Men.jpg,"['Comedy', 'Drama', 'Music']"
Raise the Titanic,movie_posters/Raise the Titanic.jpg,"['Action', 'Drama', 'Thriller', 'Adventure']"
Universal Soldier: The Return,movie_posters/Universal Soldier: The Return.jpg,"['Action', 'Sci-Fi']"
Pandorum,movie_posters/Pandorum.jpg,"['Action', 'Horror', 'Mystery', 'Sci-Fi', 'Thriller']"
Impostor,movie_posters/Impostor.jpg,"['Drama', 'Mystery', 'Sci-Fi', 'Thriller']"
Extreme Ops,movie_posters/Extreme Ops.jpg,"['Action', 'Adventure', 'Thriller']"
Just Visiting,movie_posters/Just Visiting.jpg,"['Adventure', 'Comedy', 'Fantasy']"
Sunshine,movie_posters/Sunshine.jpg,"['Sci-Fi', 'Thriller']"
A Thousand Words,movie_posters/A Thousand Words.jpg,"['Comedy', 'Drama', 'Fantasy']"
Delgo,movie_posters/Delgo.jpg,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Romance']"
The Gunman,movie_posters/The Gunman.jpg,"['Action', 'Crime', 'Mystery', 'Thriller']"
Stormbreaker,movie_posters/Stormbreaker.jpg,"['Action', 'Adventure', 'Family', 'Mystery', 'Romance', 'Thriller']"
Disturbia,movie_posters/Disturbia.jpg,"['Crime', 'Drama', 'Mystery', 'Thriller']"
Hackers,movie_posters/Hackers.jpg,"['Crime', 'Drama', 'Romance', 'Thriller']"
The Hunting Party,movie_posters/The Hunting Party.jpg,"['Adventure', 'Comedy', 'Drama', 'Thriller', 'War']"
The Hudsucker Proxy,movie_posters/The Hudsucker Proxy.jpg,"['Comedy', 'Drama', 'Fantasy']"
The Warlords,movie_posters/The Warlords.jpg,"['Action', 'Adventure', 'Drama', 'History', 'Romance', 'War']"
Nomad: The Warrior,movie_posters/Nomad: The Warrior.jpg,"['Drama', 'History', 'War']"
Snowpiercer,movie_posters/Snowpiercer.jpg,"['Action', 'Drama', 'Sci-Fi', 'Thriller']"
A Monster in Paris,movie_posters/A Monster in Paris.jpg,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Music', 'Romance', 'Sci-Fi']"
The Last Shot,movie_posters/The Last Shot.jpg,"['Comedy', 'Romance']"
The Crow,movie_posters/The Crow.jpg,"['Action', 'Crime', 'Drama', 'Fantasy', 'Horror', 'Thriller']"
Baahubali: The Beginning,movie_posters/Baahubali: The Beginning.jpg,"['Action', 'Drama']"
The Time Traveler's Wife,movie_posters/The Time Traveler's Wife.jpg,"['Comedy', 'Drama', 'Fantasy', 'Romance', 'Sci-Fi']"
Because I Said So,movie_posters/Because I Said So.jpg,"['Comedy', 'Romance']"
Frankenweenie,movie_posters/Frankenweenie.jpg,"['Animation', 'Comedy', 'Drama', 'Family', 'Horror', 'Sci-Fi', 'Thriller']"
Serenity,movie_posters/Serenity.jpg,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']"
Against the Ropes,movie_posters/Against the Ropes.jpg,"['Biography', 'Drama', 'Romance', 'Sport']"
Superman III,movie_posters/Superman III.jpg,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']"
Grudge Match,movie_posters/Grudge Match.jpg,"['Comedy', 'Drama', 'Sport']"
Red Cliff,movie_posters/Red Cliff.jpg,"['Action', 'Adventure', 'Drama', 'History', 'War']"
Sweet Home Alabama,movie_posters/Sweet Home Alabama.jpg,"['Comedy', 'Romance']"
The Ugly Truth,movie_posters/The Ugly Truth.jpg,"['Comedy', 'Romance']"
Sgt. Bilko,movie_posters/Sgt. Bilko.jpg,['Comedy']
Spy Kids 2: Island of Lost Dreams,movie_posters/Spy Kids 2: Island of Lost Dreams.jpg,"['Action', 'Adventure', 'Comedy', 'Family', 'Sci-Fi']"
Star Trek: Generations,movie_posters/Star Trek: Generations.jpg,"['Action', 'Adventure', 'Mystery', 'Sci-Fi', 'Thriller']"
The Grandmaster,movie_posters/The Grandmaster.jpg,"['Action', 'Biography', 'Drama', 'Romance', 'War']"
Water for Elephants,movie_posters/Water for Elephants.jpg,"['Drama', 'Romance']"
3rd Rock from the Sun,,"['Comedy', 'Family', 'Sci-Fi']"
Dragon Nest: Warriors' Dawn,movie_posters/Dragon Nest: Warriors' Dawn.jpg,"['Animation', 'Adventure', 'Family', 'Fantasy']"
The Hurricane,movie_posters/The Hurricane.jpg,"['Biography', 'Drama', 'Sport']"
Enough,movie_posters/Enough.jpg,"['Crime', 'Drama', 'Thriller']"
Heartbreakers,movie_posters/Heartbreakers.jpg,"['Comedy', 'Crime', 'Romance']"
Paul Blart: Mall Cop 2,movie_posters/Paul Blart: Mall Cop 2.jpg,"['Action', 'Comedy', 'Crime', 'Family']"
Angel Eyes,movie_posters/Angel Eyes.jpg,"['Drama', 'Romance']"
Joe Somebody,movie_posters/Joe Somebody.jpg,"['Comedy', 'Drama']"
The Ninth Gate,movie_posters/The Ninth Gate.jpg,"['Mystery', 'Thriller']"
Extreme Measures,movie_posters/Extreme Measures.jpg,"['Crime', 'Drama', 'Mystery', 'Thriller']"
Rock Star,movie_posters/Rock Star.jpg,"['Drama', 'Music']"
Precious,movie_posters/Precious.jpg,['Drama']
White Squall,movie_posters/White Squall.jpg,"['Adventure', 'Drama']"
The Thing,movie_posters/The Thing.jpg,"['Horror', 'Mystery', 'Sci-Fi']"
Riddick,movie_posters/Riddick.jpg,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']"
Switchback,movie_posters/Switchback.jpg,"['Crime', 'Mystery', 'Thriller']"
Texas Rangers,movie_posters/Texas Rangers.jpg,"['Action', 'Adventure', 'Drama', 'Thriller', 'Western']"
City of Ember,movie_posters/City of Ember.jpg,"['Adventure', 'Drama', 'Family', 'Fantasy', 'Sci-Fi', 'Thriller']"
The Master,movie_posters/The Master.jpg,"['Drama', 'History']"
Virgin Territory,movie_posters/Virgin Territory.jpg,"['Adventure', 'Comedy', 'Romance']"
The Express,movie_posters/The Express.jpg,"['Biography', 'Drama', 'Sport']"
The 5th Wave,movie_posters/The 5th Wave.jpg,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']"
Creed,movie_posters/Creed.jpg,"['Action', 'Drama', 'Sport']"
The Town,movie_posters/The Town.jpg,"['Crime', 'Drama', 'Thriller']"
What to Expect When You're Expecting,movie_posters/What to Expect When You're Expecting.jpg,"['Comedy', 'Drama', 'Romance']"
Burn After Reading,movie_posters/Burn After Reading.jpg,"['Comedy', 'Crime', 'Drama', 'Thriller']"
Nim's Island,movie_posters/Nim's Island.jpg,"['Adventure', 'Family', 'Fantasy']"
Rush,movie_posters/Rush.jpg,"['Action', 'Biography', 'Drama', 'Sport']"
Magnolia,movie_posters/Magnolia.jpg,['Drama']
Cop Out,movie_posters/Cop Out.jpg,"['Action', 'Comedy', 'Crime', 'Mystery']"
How to Be Single,movie_posters/How to Be Single.jpg,"['Comedy', 'Drama', 'Romance']"
Dolphin Tale,movie_posters/Dolphin Tale.jpg,"['Drama', 'Family']"
Twilight,movie_posters/Twilight.jpg,"['Drama', 'Fantasy', 'Romance']"
John Q,movie_posters/John Q.jpg,"['Crime', 'Drama', 'Thriller']"
Blue Streak,movie_posters/Blue Streak.jpg,"['Action', 'Comedy', 'Crime', 'Thriller']"
We're the Millers,movie_posters/We're the Millers.jpg,"['Comedy', 'Crime']"
Dark Planet,movie_posters/Dark Planet.jpg,"['Action', 'Adventure', 'Sci-Fi']"
Breakdown,movie_posters/Breakdown.jpg,"['Crime', 'Drama', 'Mystery', 'Thriller']"
Never Say Never Again,movie_posters/Never Say Never Again.jpg,"['Action', 'Adventure', 'Thriller']"
Hot Tub Time Machine,movie_posters/Hot Tub Time Machine.jpg,"['Comedy', 'Sci-Fi']"
Dolphin Tale 2,movie_posters/Dolphin Tale 2.jpg,"['Drama', 'Family']"
Reindeer Games,movie_posters/Reindeer Games.jpg,"['Action', 'Crime', 'Thriller']"
A Man Apart,movie_posters/A Man Apart.jpg,"['Action', 'Crime', 'Drama', 'Thriller']"
Aloha,movie_posters/Aloha.jpg,"['Comedy', 'Drama', 'Romance']"
Ghosts of Mississippi,movie_posters/Ghosts of Mississippi.jpg,"['Drama', 'History']"
Snow Falling on Cedars,movie_posters/Snow Falling on Cedars.jpg,"['Drama', 'Mystery', 'Romance', 'Thriller']"
The Rite,movie_posters/The Rite.jpg,"['Drama', 'Horror', 'Mystery', 'Thriller']"
Gattaca,movie_posters/Gattaca.jpg,"['Drama', 'Sci-Fi', 'Thriller']"
Isn't She Great,movie_posters/Isn't She Great.jpg,"['Biography', 'Comedy', 'Drama', 'Romance']"
Space Chimps,movie_posters/Space Chimps.jpg,"['Animation', 'Adventure', 'Comedy', 'Family', 'Sci-Fi']"
Head of State,movie_posters/Head of State.jpg,['Comedy']
The Hangover,movie_posters/The Hangover.jpg,['Comedy']
Ip Man 3,movie_posters/Ip Man 3.jpg,"['Action', 'Biography', 'Drama', 'History']"
Austin Powers: The Spy Who Shagged Me,movie_posters/Austin Powers: The Spy Who Shagged Me.jpg,"['Action', 'Adventure', 'Comedy', 'Crime']"
Batman,movie_posters/Batman.jpg,"['Action', 'Adventure']"
There Be Dragons,movie_posters/There Be Dragons.jpg,"['Biography', 'Drama', 'War']"
Lethal Weapon 3,movie_posters/Lethal Weapon 3.jpg,"['Action', 'Crime', 'Thriller']"
The Blind Side,movie_posters/The Blind Side.jpg,"['Biography', 'Drama', 'Sport']"
Rush Hour,movie_posters/Rush Hour.jpg,"['Action', 'Comedy', 'Crime', 'Drama', 'Mystery', 'Thriller']"
Spy Kids,movie_posters/Spy Kids.jpg,"['Action', 'Adventure', 'Comedy', 'Family', 'Sci-Fi']"
Horrible Bosses,movie_posters/Horrible Bosses.jpg,"['Comedy', 'Crime']"
True Grit,movie_posters/True Grit.jpg,"['Drama', 'Western']"
The Devil Wears Prada,movie_posters/The Devil Wears Prada.jpg,"['Comedy', 'Drama']"
Star Trek: The Motion Picture,movie_posters/Star Trek: The Motion Picture.jpg,"['Adventure', 'Mystery', 'Sci-Fi']"
Identity Thief,movie_posters/Identity Thief.jpg,"['Comedy', 'Crime', 'Drama']"
Cape Fear,movie_posters/Cape Fear.jpg,"['Crime', 'Thriller']"
21,movie_posters/21.jpg,"['Crime', 'Drama', 'Thriller']"
Trainwreck,movie_posters/Trainwreck.jpg,"['Comedy', 'Drama', 'Romance']"
Guess Who,movie_posters/Guess Who.jpg,"['Comedy', 'Romance']"
The English Patient,movie_posters/The English Patient.jpg,"['Drama', 'Romance', 'War']"
L.A. Confidential,movie_posters/L.A. Confidential.jpg,"['Crime', 'Drama', 'Mystery', 'Thriller']"
Sky High,movie_posters/Sky High.jpg,"['Action', 'Comedy', 'Family', 'Sci-Fi']"
In & Out,movie_posters/In & Out.jpg,"['Comedy', 'Romance']"
Species,movie_posters/Species.jpg,"['Action', 'Horror', 'Sci-Fi', 'Thriller']"
A Nightmare on Elm Street,movie_posters/A Nightmare on Elm Street.jpg,['Horror']
The Cell,movie_posters/The Cell.jpg,"['Crime', 'Horror', 'Sci-Fi', 'Thriller']"
The Man in the Iron Mask,movie_posters/The Man in the Iron Mask.jpg,"['Action', 'Adventure', 'Drama']"
Secretariat,movie_posters/Secretariat.jpg,"['Biography', 'Drama', 'Family', 'History', 'Sport']"
TMNT,movie_posters/TMNT.jpg,"['Animation', 'Action', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Sci-Fi']"
Radio,movie_posters/Radio.jpg,"['Biography', 'Drama', 'Sport']"
Friends with Benefits,movie_posters/Friends with Benefits.jpg,"['Comedy', 'Romance']"
Neighbors 2: Sorority Rising,movie_posters/Neighbors 2: Sorority Rising.jpg,['Comedy']
Saving Mr. Banks,movie_posters/Saving Mr. Banks.jpg,"['Biography', 'Comedy', 'Drama']"
Malcolm X,movie_posters/Malcolm X.jpg,"['Biography', 'Drama', 'History']"
This Is 40,movie_posters/This Is 40.jpg,"['Comedy', 'Drama', 'Romance']"
Old Dogs,movie_posters/Old Dogs.jpg,"['Comedy', 'Family']"
Underworld: Rise of the Lycans,movie_posters/Underworld: Rise of the Lycans.jpg,"['Action', 'Fantasy', 'Thriller']"
License to Wed,movie_posters/License to Wed.jpg,"['Comedy', 'Romance']"
The Benchwarmers,movie_posters/The Benchwarmers.jpg,"['Comedy', 'Sport']"
Must Love Dogs,movie_posters/Must Love Dogs.jpg,"['Comedy', 'Romance']"
Donnie Brasco,movie_posters/Donnie Brasco.jpg,"['Biography', 'Crime', 'Drama']"
Resident Evil,movie_posters/Resident Evil.jpg,"['Action', 'Horror', 'Sci-Fi']"
Poltergeist,movie_posters/Poltergeist.jpg,"['Horror', 'Thriller']"
The Ladykillers,movie_posters/The Ladykillers.jpg,"['Comedy', 'Crime', 'Thriller']"
Max Payne,movie_posters/Max Payne.jpg,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']"
In Time,movie_posters/In Time.jpg,"['Action', 'Sci-Fi', 'Thriller']"
The Back-up Plan,movie_posters/The Back-up Plan.jpg,"['Comedy', 'Romance']"
Something Borrowed,movie_posters/Something Borrowed.jpg,"['Comedy', 'Drama', 'Romance']"
Hit the Floor,,"['Drama', 'Romance']"
Black Knight,movie_posters/Black Knight.jpg,"['Adventure', 'Comedy', 'Fantasy']"
The Bad News Bears,movie_posters/The Bad News Bears.jpg,"['Comedy', 'Drama', 'Family', 'Sport']"
Street Fighter,movie_posters/Street Fighter.jpg,"['Action', 'Adventure', 'Comedy', 'Thriller']"
The Pianist,movie_posters/The Pianist.jpg,"['Biography', 'Drama', 'Music', 'War']"
The Nativity Story,movie_posters/The Nativity Story.jpg,"['Adventure', 'Drama', 'Family', 'Fantasy', 'History', 'Romance']"
House of Wax,movie_posters/House of Wax.jpg,"['Horror', 'Thriller']"
Closer,movie_posters/Closer.jpg,"['Drama', 'Romance']"
J. Edgar,movie_posters/J. Edgar.jpg,"['Biography', 'Drama', 'Romance']"
Mirrors,movie_posters/Mirrors.jpg,"['Horror', 'Mystery']"
Queen of the Damned,movie_posters/Queen of the Damned.jpg,"['Drama', 'Fantasy', 'Horror']"
Predator 2,movie_posters/Predator 2.jpg,"['Action', 'Horror', 'Sci-Fi']"
Untraceable,movie_posters/Untraceable.jpg,"['Crime', 'Mystery', 'Thriller']"
Blast from the Past,movie_posters/Blast from the Past.jpg,"['Comedy', 'Drama', 'Romance', 'Sci-Fi']"
Flash Gordon,movie_posters/Flash Gordon.jpg,"['Action', 'Adventure', 'Sci-Fi']"
Jersey Girl,movie_posters/Jersey Girl.jpg,"['Comedy', 'Drama', 'Romance']"
Alex Cross,movie_posters/Alex Cross.jpg,"['Action', 'Crime', 'Mystery', 'Thriller']"
Midnight in the Garden of Good and Evil,movie_posters/Midnight in the Garden of Good and Evil.jpg,"['Crime', 'Drama', 'Mystery', 'Thriller']"
Heist,movie_posters/Heist.jpg,"['Action', 'Crime', 'Drama', 'Thriller']"
Nanny McPhee Returns,movie_posters/Nanny McPhee Returns.jpg,"['Comedy', 'Family', 'Fantasy', 'War']"
Hoffa,movie_posters/Hoffa.jpg,"['Biography', 'Crime', 'Drama']"
The X Files: I Want to Believe,movie_posters/The X Files: I Want to Believe.jpg,"['Crime', 'Drama', 'Horror', 'Mystery', 'Sci-Fi', 'Thriller']"
Ella Enchanted,movie_posters/Ella Enchanted.jpg,"['Comedy', 'Family', 'Fantasy', 'Romance']"
Concussion,movie_posters/Concussion.jpg,"['Biography', 'Drama', 'Sport']"
Abduction,movie_posters/Abduction.jpg,"['Action', 'Drama', 'Mystery', 'Thriller']"
Valiant,movie_posters/Valiant.jpg,"['Animation', 'Adventure', 'Comedy', 'Family', 'War']"
Wonder Boys,movie_posters/Wonder Boys.jpg,"['Comedy', 'Drama']"
Superhero Movie,movie_posters/Superhero Movie.jpg,"['Action', 'Comedy', 'Sci-Fi']"
Broken City,movie_posters/Broken City.jpg,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']"
Cursed,movie_posters/Cursed.jpg,"['Comedy', 'Horror']"
Premium Rush,movie_posters/Premium Rush.jpg,"['Action', 'Crime', 'Thriller']"
Hot Pursuit,movie_posters/Hot Pursuit.jpg,"['Action', 'Comedy', 'Crime']"
The Four Feathers,movie_posters/The Four Feathers.jpg,"['Action', 'Adventure', 'Drama', 'Romance', 'War']"
Parker,movie_posters/Parker.jpg,"['Action', 'Crime', 'Thriller']"
Wimbledon,movie_posters/Wimbledon.jpg,"['Comedy', 'Romance', 'Sport']"
Furry Vengeance,movie_posters/Furry Vengeance.jpg,"['Comedy', 'Family']"
Bait,movie_posters/Bait.jpg,"['Action', 'Fantasy', 'Horror']"
Krull,movie_posters/Krull.jpg,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']"
Lions for Lambs,movie_posters/Lions for Lambs.jpg,"['Crime', 'Drama', 'Mystery', 'Thriller', 'War']"
Flight of the Intruder,movie_posters/Flight of the Intruder.jpg,"['Action', 'Drama', 'Thriller', 'War']"
Walk Hard: The Dewey Cox Story,movie_posters/Walk Hard: The Dewey Cox Story.jpg,"['Comedy', 'Music']"
The Shipping News,movie_posters/The Shipping News.jpg,['Drama']
American Outlaws,movie_posters/American Outlaws.jpg,"['Action', 'Western']"
The Young Victoria,movie_posters/The Young Victoria.jpg,"['Biography', 'Drama', 'History', 'Romance']"
Whiteout,movie_posters/Whiteout.jpg,"['Action', 'Crime', 'Mystery', 'Thriller']"
The Tree of Life,movie_posters/The Tree of Life.jpg,"['Drama', 'Fantasy']"
Knock Off,movie_posters/Knock Off.jpg,"['Action', 'Crime', 'Thriller']"
Sabotage,movie_posters/Sabotage.jpg,"['Action', 'Crime', 'Drama', 'Thriller']"
The Order,movie_posters/The Order.jpg,"['Horror', 'Mystery', 'Thriller']"
Punisher: War Zone,movie_posters/Punisher: War Zone.jpg,"['Action', 'Crime', 'Drama', 'Thriller']"
Zoom,movie_posters/Zoom.jpg,"['Action', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Sci-Fi']"
The Walk,movie_posters/The Walk.jpg,"['Adventure', 'Biography', 'Drama', 'History']"
Warriors of Virtue,movie_posters/Warriors of Virtue.jpg,"['Action', 'Adventure', 'Fantasy']"
A Good Year,movie_posters/A Good Year.jpg,"['Comedy', 'Drama', 'Romance']"
Luther,movie_posters/Luther.jpg,"['Crime', 'Drama', 'Mystery', 'Thriller']"
Radio Flyer,movie_posters/Radio Flyer.jpg,['Drama']
"Blood In, Blood Out","movie_posters/Blood In, Blood Out.jpg","['Crime', 'Drama']"
Smilla's Sense of Snow,movie_posters/Smilla's Sense of Snow.jpg,"['Crime', 'Drama', 'Mystery', 'Sci-Fi', 'Thriller']"
Femme Fatale,movie_posters/Femme Fatale.jpg,"['Crime', 'Drama', 'Mystery', 'Thriller']"
The Lion of the Desert,movie_posters/The Lion of the Desert.jpg,"['Biography', 'Drama', 'History', 'War']"
The Horseman on the Roof,movie_posters/The Horseman on the Roof.jpg,"['Adventure', 'Drama', 'Romance', 'War']"
Ride with the Devil,movie_posters/Ride with the Devil.jpg,"['Drama', 'Romance', 'War', 'Western']"
Biutiful,movie_posters/Biutiful.jpg,"['Drama', 'Romance']"
Bandidas,movie_posters/Bandidas.jpg,"['Action', 'Comedy', 'Crime', 'Drama', 'Western']"
Black Water Transit,,"['Crime', 'Drama']"
The Maze Runner,movie_posters/The Maze Runner.jpg,"['Action', 'Mystery', 'Sci-Fi', 'Thriller']"
Unfinished Business,movie_posters/Unfinished Business.jpg,"['Comedy', 'Drama']"
The Age of Innocence,movie_posters/The Age of Innocence.jpg,"['Drama', 'Romance']"
The Fountain,movie_posters/The Fountain.jpg,"['Drama', 'Mystery', 'Romance', 'Sci-Fi']"
Chill Factor,movie_posters/Chill Factor.jpg,"['Action', 'Adventure', 'Comedy', 'Drama', 'Thriller']"
Stolen,movie_posters/Stolen.jpg,"['Action', 'Crime', 'Thriller']"
Ponyo,movie_posters/Ponyo.jpg,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']"
The Longest Ride,movie_posters/The Longest Ride.jpg,"['Comedy', 'Drama', 'Romance', 'Western']"
The Astronaut's Wife,movie_posters/The Astronaut's Wife.jpg,"['Drama', 'Sci-Fi', 'Thriller']"
I Dreamed of Africa,movie_posters/I Dreamed of Africa.jpg,"['Adventure', 'Biography', 'Drama', 'Romance']"
Playing for Keeps,movie_posters/Playing for Keeps.jpg,"['Comedy', 'Romance', 'Sport']"
Mandela: Long Walk to Freedom,movie_posters/Mandela: Long Walk to Freedom.jpg,"['Biography', 'Drama', 'History']"
Reds,movie_posters/Reds.jpg,"['Biography', 'Drama', 'History', 'Romance']"
A Few Good Men,movie_posters/A Few Good Men.jpg,"['Drama', 'Thriller']"
Exit Wounds,movie_posters/Exit Wounds.jpg,"['Action', 'Crime', 'Thriller']"
Big Momma's House,movie_posters/Big Momma's House.jpg,"['Action', 'Comedy', 'Crime']"
Thunder and the House of Magic,movie_posters/Thunder and the House of Magic.jpg,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']"
The Darkest Hour,movie_posters/The Darkest Hour.jpg,"['Action', 'Adventure', 'Horror', 'Sci-Fi', 'Thriller']"
Step Up Revolution,movie_posters/Step Up Revolution.jpg,"['Drama', 'Music', 'Romance']"
Snakes on a Plane,movie_posters/Snakes on a Plane.jpg,"['Action', 'Adventure', 'Crime', 'Thriller']"
The Watcher,movie_posters/The Watcher.jpg,"['Crime', 'Drama', 'Mystery', 'Thriller']"
The Punisher,movie_posters/The Punisher.jpg,"['Action', 'Crime', 'Drama', 'Thriller']"
Goal! The Dream Begins,movie_posters/Goal! The Dream Begins.jpg,"['Drama', 'Romance', 'Sport']"
Safe,movie_posters/Safe.jpg,"['Action', 'Crime', 'Thriller']"
Pushing Tin,movie_posters/Pushing Tin.jpg,"['Comedy', 'Drama', 'Romance']"
Star Wars: Episode VI - Return of the Jedi,movie_posters/Star Wars: Episode VI - Return of the Jedi.jpg,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']"
Doomsday,movie_posters/Doomsday.jpg,"['Action', 'Sci-Fi', 'Thriller']"
The Reader,movie_posters/The Reader.jpg,"['Drama', 'Mystery', 'Romance']"
Wanderlust,movie_posters/Wanderlust.jpg,"['Comedy', 'Romance']"
Elf,movie_posters/Elf.jpg,"['Adventure', 'Comedy', 'Family', 'Fantasy', 'Romance']"
Phenomenon,movie_posters/Phenomenon.jpg,"['Drama', 'Fantasy', 'Romance', 'Sci-Fi']"
Snow Dogs,movie_posters/Snow Dogs.jpg,"['Adventure', 'Comedy', 'Family', 'Sport']"
Scrooged,movie_posters/Scrooged.jpg,"['Comedy', 'Drama', 'Fantasy', 'Romance']"
Nacho Libre,movie_posters/Nacho Libre.jpg,"['Comedy', 'Family', 'Sport']"
Bridesmaids,movie_posters/Bridesmaids.jpg,['Comedy']
This Is the End,movie_posters/This Is the End.jpg,"['Comedy', 'Fantasy']"
Stigmata,movie_posters/Stigmata.jpg,"['Horror', 'Mystery']"
Men of Honor,movie_posters/Men of Honor.jpg,"['Biography', 'Drama']"
Takers,movie_posters/Takers.jpg,"['Action', 'Crime', 'Drama', 'Thriller']"
The Big Wedding,movie_posters/The Big Wedding.jpg,"['Comedy', 'Drama', 'Romance']"
"Big Mommas: Like Father, Like Son","movie_posters/Big Mommas: Like Father, Like Son.jpg","['Action', 'Comedy', 'Crime']"
Source Code,movie_posters/Source Code.jpg,"['Action', 'Drama', 'Mystery', 'Sci-Fi', 'Thriller']"
Alive,movie_posters/Alive.jpg,"['Biography', 'Drama', 'Thriller']"
The Number 23,movie_posters/The Number 23.jpg,"['Crime', 'Mystery', 'Thriller']"
The Young and Prodigious T.S. Spivet,movie_posters/The Young and Prodigious T.S. Spivet.jpg,"['Adventure', 'Comedy', 'Drama', 'Family']"
1941,movie_posters/1941.jpg,"['Action', 'Comedy', 'War']"
Dreamer,movie_posters/Dreamer.jpg,"['Drama', 'Family', 'Sport']"
A History of Violence,movie_posters/A History of Violence.jpg,"['Action', 'Crime', 'Drama', 'Thriller']"
Transporter 2,movie_posters/Transporter 2.jpg,"['Action', 'Crime', 'Thriller']"
The Quick and the Dead,movie_posters/The Quick and the Dead.jpg,"['Action', 'Drama', 'Romance', 'Thriller', 'Western']"
Laws of Attraction,movie_posters/Laws of Attraction.jpg,"['Comedy', 'Romance']"
Bringing Out the Dead,movie_posters/Bringing Out the Dead.jpg,"['Drama', 'Thriller']"
Repo Men,movie_posters/Repo Men.jpg,"['Action', 'Sci-Fi', 'Thriller']"
Dragon Wars: D-War,movie_posters/Dragon Wars: D-War.jpg,"['Action', 'Drama', 'Fantasy', 'Thriller']"
Bogus,movie_posters/Bogus.jpg,"['Comedy', 'Family', 'Fantasy']"
The Incredible Burt Wonderstone,movie_posters/The Incredible Burt Wonderstone.jpg,['Comedy']
Cats Don't Dance,movie_posters/Cats Don't Dance.jpg,"['Animation', 'Comedy', 'Family', 'Fantasy', 'Musical']"
Cradle Will Rock,movie_posters/Cradle Will Rock.jpg,['Drama']
The Good German,movie_posters/The Good German.jpg,"['Drama', 'Mystery', 'Romance', 'Thriller', 'War']"
George and the Dragon,movie_posters/George and the Dragon.jpg,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Romance']"
Apocalypse Now,movie_posters/Apocalypse Now.jpg,"['Drama', 'Mystery', 'War']"
Going the Distance,movie_posters/Going the Distance.jpg,"['Comedy', 'Romance']"
Mr. Holland's Opus,movie_posters/Mr. Holland's Opus.jpg,"['Drama', 'Music']"
Criminal,movie_posters/Criminal.jpg,"['Action', 'Sci-Fi', 'Thriller']"
Out of Africa,movie_posters/Out of Africa.jpg,"['Biography', 'Drama', 'Romance']"
Flight,movie_posters/Flight.jpg,"['Drama', 'Thriller']"
Moonraker,movie_posters/Moonraker.jpg,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']"
The Grand Budapest Hotel,movie_posters/The Grand Budapest Hotel.jpg,"['Adventure', 'Comedy', 'Crime']"
